,ctx-lh-FA,ctx-lh-FB,ctx-lh-FC,ctx-lh-FCBm,ctx-lh-FD,ctx-lh-FDdelta,ctx-lh-FDT,ctx-lh-FE,ctx-lh-FF,ctx-lh-FG,ctx-lh-FH,ctx-lh-FJK,ctx-lh-FLMN,ctx-lh-HA,ctx-lh-HB,ctx-lh-HC,ctx-lh-IA,ctx-lh-IB,ctx-lh-LA1,ctx-lh-LA2,ctx-lh-LC1,ctx-lh-LC2,ctx-lh-LC3,ctx-lh-LD,ctx-lh-LE,ctx-lh-OA,ctx-lh-OB,ctx-lh-OC,ctx-lh-PA,ctx-lh-PB,ctx-lh-PC,ctx-lh-PD,ctx-lh-PE,ctx-lh-PF,ctx-lh-PG,ctx-lh-PH,ctx-lh-TA,ctx-lh-TB,ctx-lh-TC,ctx-lh-TD,ctx-lh-TE,ctx-lh-TF,ctx-lh-TG,ctx-rh-FA,ctx-rh-FB,ctx-rh-FC,ctx-rh-FCBm,ctx-rh-FD,ctx-rh-FDdelta,ctx-rh-FDT,ctx-rh-FE,ctx-rh-FF,ctx-rh-FG,ctx-rh-FH,ctx-rh-FJK,ctx-rh-FLMN,ctx-rh-HA,ctx-rh-HB,ctx-rh-HC,ctx-rh-IA,ctx-rh-IB,ctx-rh-LA1,ctx-rh-LA2,ctx-rh-LC1,ctx-rh-LC2,ctx-rh-LC3,ctx-rh-LD,ctx-rh-LE,ctx-rh-OA,ctx-rh-OB,ctx-rh-OC,ctx-rh-PA,ctx-rh-PB,ctx-rh-PC,ctx-rh-PD,ctx-rh-PE,ctx-rh-PF,ctx-rh-PG,ctx-rh-PH,ctx-rh-TA,ctx-rh-TB,ctx-rh-TC,ctx-rh-TD,ctx-rh-TE,ctx-rh-TF,ctx-rh-TG
ctx-lh-FH,,,,,,,,,,,,-0.008,0.032,0.011,0.027,-0.016,0.03,-0.001,-0.134,-0.096,-0.114,-0.063,-0.02,-0.025,-0.057,0.079,0.055,0.027,-0.099,-0.046,-0.068,0.07,-0.04,-0.019,-0.016,0.071,-0.051,-0.009,-0.034,-0.002,-0.004,0.051,-0.016,-0.075,0.034,0.032,0.064,0.015,0.009,0.089,-0.043,0.101,0.061,-0.015,0.025,0.003,-0.062,-0.034,0.059,0.073,-0.024,-0.114,-0.01,-0.024,-0.028,-0.013,-0.049,-0.017,0.055,0.047,0.051,-0.07,-0.105,-0.094,0.077,-0.024,0.027,0.039,-0.006,-0.009,-0.055,-0.053,-0.026,0.021,0.075,-0.058
ctx-lh-FJK,,,,,,,,,,,,,0.032,0.018,-0.005,0.029,0.01,-0.037,-0.043,-0.064,-0.054,-0.046,-0.075,0.039,-0.018,-0.007,-0.059,-0.118,-0.039,0.037,0.037,0.02,-0.018,-0.015,0.043,0.051,0.064,0.021,-0.008,0.009,0.089,-0.003,0.012,0.054,-0.061,-0.099,-0.096,-0.052,-0.004,-0.097,-0.004,0.006,0.031,0.038,-0.026,0.08,-0.04,-0.006,0.016,-0.005,0.068,-0.086,-0.076,-0.138,-0.092,-0.077,-0.041,-0.055,0.007,-0.055,-0.084,0.02,-0.046,0.031,0.01,-0.066,-0.041,-0.065,0.014,0.065,0.07,-0.016,-0.047,-0.014,0.038,-0.006
ctx-lh-FLMN,,,,,,,,,,,,,,0.051,0.037,-0.029,0.016,0.033,-0.07,-0.092,-0.097,-0.052,-0.06,-0.047,-0.074,-0.03,-0.032,-0.062,-0.071,-0.005,-0.016,0.015,-0.09,0.021,-0.037,-0.024,-0.042,-0.026,-0.019,-0.004,-0.036,0.005,-0.031,-0.01,0.017,-0.001,0.043,-0.005,-0.013,0.061,-0.011,0.064,0.076,-0.024,-0.001,0.024,-0.004,-0.007,0.032,0.082,0.053,-0.055,-0.049,-0.027,-0.042,-0.026,-0.004,-0.047,-0.026,-0.049,-0.063,-0.002,-0.028,-0.021,-0.003,-0.092,0.03,-0.035,-0.019,-0.002,-0.038,-0.004,0.007,0.002,0.059,-0.027
ctx-lh-HA,,,,,,,,,,,,,,,0.057,0.007,0.002,-0.031,-0.06,-0.064,-0.038,-0.023,0.014,-0.018,-0.051,-0.036,0.003,-0.003,0.019,-0.009,0.011,0.005,0.007,-0.009,-0.042,0.057,-0.028,-0.012,-0.062,-0.014,0.074,0.064,-0.01,-0.006,-0.021,-0.064,-0.08,-0.097,-0.05,-0.06,-0.049,-0.033,0.006,-0.021,0.004,0.035,0.016,0.019,0.064,-0.018,0.036,-0.114,-0.044,-0.034,0.023,-0.05,0.06,-0.012,-0.013,0.013,-0.001,-0.004,-0.062,-0.024,-0.017,0.034,0.014,0.017,0.029,0.003,0.043,-0.018,0.059,0.081,0.045,-0.009
ctx-lh-HB,,,,,,,,,,,,,,,,0.033,-0.001,-0.054,-0.087,-0.058,-0.031,0.013,-0.001,-0.014,-0.05,0.037,0.028,0.033,-0.041,-0.002,-0.023,-0.037,-0.025,-0.096,-0.01,0.039,-0.015,-0.067,-0.057,-0.06,0.032,0.074,0.049,-0.008,-0.039,-0.048,-0.087,-0.067,-0.044,-0.051,-0.022,0.032,0.043,0.017,0.035,0.032,0.1,0.008,0.032,-0.052,-0.025,-0.11,-0.047,-0.028,0.024,-0.024,0.009,-0.013,0.06,0.005,0.028,-0.039,-0.077,-0.045,-0.028,0.005,-0.092,0.018,0.055,-0.026,-0.009,-0.037,-0.027,0.036,0.052,0.021
ctx-lh-HC,,,,,,,,,,,,,,,,,-0.031,-0.024,-0.085,-0.111,0.004,-0.018,-0.006,-0.041,-0.119,0.037,0.035,0.021,-0.001,-0.06,-0.026,-0.032,-0.087,0.034,-0.026,0.081,0.014,-0.003,-0.022,-0.009,0.079,-0.002,0.008,-0.064,-0.091,-0.03,-0.069,0.013,-0.006,0.021,-0.041,0.018,0.028,-0.042,-0.002,0.023,0.004,-0.07,-0.084,-0.05,-0.077,-0.114,-0.024,-0.045,-0.081,0.016,-0.018,-0.082,0.049,0.026,0.033,-0.015,-0.02,-0.057,-0.01,-0.057,-0.024,-0.021,0.075,-0.015,-0.017,0.007,-0.037,0.03,-0.039,-0.064
ctx-lh-IA,,,,,,,,,,,,,,,,,,-0.042,0.051,0.048,0.059,0.01,0.028,0.025,0.043,-0.027,-0.095,-0.131,0.054,0.058,0.104,-0.014,0.151,-0.083,0.022,-0.02,0.02,-0.035,-0.004,-0.028,-0.052,-0.091,0.073,0.09,-0.095,-0.025,-0.204,-0.007,0.02,-0.111,0.1,-0.008,0.025,0.093,0.006,0.058,-0.046,-0.016,-0.042,-0.094,-0.008,0.024,0.024,-0.043,0.024,-0.047,0.021,0.027,-0.012,-0.081,-0.121,0.058,0.047,0.127,0.018,0.081,-0.113,-0.01,0.045,0.029,0.081,0.028,-0.009,-0.08,-0.075,0.046
ctx-lh-IB,,,,,,,,,,,,,,,,,,,-0.061,-0.033,0.029,-0.005,-0.009,-0.013,-0.01,-0.044,-0.086,-0.066,-0.043,-0.051,0.015,0.04,0.094,-0.111,0.027,-0.009,0.002,-0.052,-0.07,-0.115,0.013,-0.041,0.056,0.078,-0.002,0.005,-0.087,0.022,0.033,-0.045,0.001,-0.026,-0.01,0.039,-0.013,-0.019,-0.064,-0.022,-0.022,-0.077,-0.145,-0.054,-0.057,-0.048,-0.007,-0.072,-0.008,-0.054,-0.017,-0.037,-0.04,-0.051,-0.011,0.023,0.024,0.023,-0.136,0.039,0.038,-0.058,0.062,-0.039,-0.106,-0.095,-0.042,-0.006
ctx-lh-LA1,,,,,,,,,,,,,,,,,,,,-0.128,-0.108,-0.143,-0.058,-0.01,-0.086,0.093,0.006,-0.004,0.021,0.014,0.082,0.014,0.071,0.005,-0.022,0.087,0.017,-0.053,0.014,-0.053,-0.007,-0.084,-0.054,0.112,0.044,-0.037,-0.013,-0.076,0.072,-0.033,-0.066,-0.014,-0.057,-0.116,-0.039,-0.067,-0.11,-0.072,-0.065,0.01,-0.027,-0.029,-0.086,-0.178,-0.158,-0.108,-0.051,-0.154,0.099,0.039,0.001,0.026,0.049,0.097,0.089,0.034,0.011,-0.085,0.093,-0.015,0.045,-0.049,-0.059,-0.077,-0.028,-0.113
ctx-lh-LA2,,,,,,,,,,,,,,,,,,,,,-0.136,-0.159,-0.071,-0.05,-0.104,0.066,-0.031,-0.062,0.017,0.045,0.1,0.078,0.05,0.064,0.028,0.129,0.06,0.031,0.006,-0.066,0.081,-0.004,-0.109,0.087,0.073,-0.017,0.001,-0.085,0.066,-0.037,-0.097,-0.058,-0.045,-0.125,-0.095,-0.053,-0.097,-0.098,-0.071,0.03,0.004,-0.097,-0.093,-0.196,-0.167,-0.076,-0.142,-0.132,0.08,-0.004,-0.069,0.004,0.015,0.113,0.089,-0.002,0.031,-0.05,0.091,0.017,0.035,-0.102,-0.036,-0.008,0.012,-0.123
ctx-lh-LC1,,,,,,,,,,,,,,,,,,,,,,-0.128,-0.052,0.051,-0.061,0.157,0.12,0.08,-0.039,-0.048,-0.022,0.074,-0.124,0.068,-0.019,0.161,0.032,0.031,0.002,-0.04,0.09,0.125,-0.095,-0.053,-0.005,-0.064,0.056,-0.092,-0.02,0.03,-0.126,-0.0,-0.118,-0.11,-0.078,-0.036,-0.034,-0.01,0.003,0.062,-0.001,-0.111,-0.065,-0.228,-0.205,-0.04,-0.03,-0.157,0.159,0.1,0.1,-0.049,-0.043,-0.057,0.071,-0.089,0.051,-0.052,0.086,-0.004,-0.027,-0.032,-0.006,-0.012,0.125,-0.129
ctx-lh-LC2,,,,,,,,,,,,,,,,,,,,,,,-0.029,0.016,-0.046,0.129,0.105,0.066,-0.114,-0.104,-0.055,0.047,-0.147,0.017,0.002,0.125,0.037,-0.027,-0.052,-0.054,0.112,0.124,-0.037,-0.114,-0.038,-0.032,0.033,-0.068,-0.052,0.057,-0.11,0.054,-0.055,-0.061,-0.065,0.021,-0.0,-0.009,0.004,0.012,-0.02,-0.162,-0.09,-0.101,-0.144,-0.016,-0.018,-0.112,0.128,0.081,0.085,-0.099,-0.071,-0.086,0.052,-0.098,0.029,0.022,0.089,0.014,-0.028,-0.084,-0.038,0.071,0.171,-0.034
ctx-lh-LC3,,,,,,,,,,,,,,,,,,,,,,,,0.064,0.04,0.088,0.021,-0.033,0.057,0.031,0.085,0.078,0.028,0.072,0.014,0.115,0.089,0.082,0.014,-0.018,0.014,-0.003,-0.04,0.008,-0.036,-0.022,-0.072,-0.107,-0.025,-0.056,-0.056,-0.093,0.01,-0.026,-0.04,0.016,-0.071,0.013,0.002,-0.007,-0.041,-0.106,-0.088,-0.091,-0.049,-0.04,0.047,-0.043,0.104,0.028,0.003,0.049,0.053,0.061,0.091,-0.027,-0.017,-0.038,0.083,0.006,0.07,0.038,0.019,-0.067,0.033,-0.075
ctx-lh-LD,,,,,,,,,,,,,,,,,,,,,,,,,0.009,0.009,-0.012,0.001,-0.051,-0.065,-0.019,0.092,0.016,0.05,0.047,0.023,-0.004,-0.006,-0.031,-0.072,-0.028,-0.002,-0.057,-0.036,-0.025,0.001,-0.02,0.016,0.052,0.045,-0.027,0.035,-0.013,-0.058,0.014,0.033,0.042,-0.02,-0.027,-0.017,-0.039,-0.012,0.039,-0.003,-0.001,0.084,-0.018,-0.023,-0.005,0.015,-0.028,0.034,-0.018,-0.047,0.015,0.009,-0.005,0.016,0.011,-0.02,-0.019,-0.062,-0.107,-0.055,-0.006,-0.055
ctx-lh-LE,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.039,0.008,-0.051,-0.076,0.006,0.067,-0.072,0.117,0.023,0.083,0.083,-0.0,0.02,0.012,0.089,0.014,-0.046,-0.059,-0.015,-0.012,0.005,-0.017,0.012,0.084,-0.05,0.041,-0.025,-0.041,-0.065,0.06,-0.033,-0.036,-0.074,0.024,-0.035,-0.118,-0.112,-0.116,-0.099,0.014,-0.013,-0.119,0.066,0.043,0.017,-0.026,-0.038,-0.026,0.063,-0.056,0.048,-0.015,0.019,0.068,0.061,0.019,-0.052,0.01,0.023,-0.068
ctx-lh-OA,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.076,0.043,-0.058,-0.056,0.016,0.13,0.075,0.128,-0.076,-0.029,0.007,-0.0,0.064,0.03,-0.092,-0.015,-0.052,-0.044,0.068,-0.09,0.027,-0.031,-0.02,0.071,-0.043,0.02,0.026,0.003,0.037,-0.044,-0.009,-0.055,-0.079,-0.072,0.081,0.057,0.125,0.072,0.098,0.01,0.041,-0.122,0.004,0.018,0.012,0.017,-0.085,-0.025,0.05,-0.046,0.082,-0.121,-0.074,-0.021,0.031,0.002,-0.091,-0.185,-0.044
ctx-lh-OB,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.022,0.038,-0.019,-0.002,0.045,0.118,0.013,0.121,0.02,0.017,-0.014,-0.035,0.004,0.063,-0.048,0.03,-0.009,-0.066,-0.001,-0.164,-0.016,-0.014,-0.057,0.047,-0.06,0.023,0.033,-0.014,0.027,0.049,0.031,-0.008,-0.117,-0.103,-0.001,0.023,0.06,0.008,0.031,0.007,-0.017,-0.004,-0.06,-0.047,0.028,0.016,-0.052,0.016,0.074,-0.066,0.086,-0.001,-0.049,0.017,-0.033,-0.064,-0.028,-0.097,0.025
ctx-lh-OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,-0.004,0.011,0.079,0.125,-0.002,0.088,0.068,-0.005,-0.077,-0.079,-0.027,0.042,-0.01,0.057,0.039,-0.051,-0.03,-0.188,-0.047,-0.047,-0.083,0.03,-0.075,0.008,-0.008,-0.04,0.018,0.024,0.021,-0.024,-0.14,-0.105,-0.025,0.001,0.041,0.012,-0.003,0.013,-0.04,0.021,-0.033,-0.1,0.088,0.05,-0.02,0.075,0.106,-0.06,0.042,0.035,-0.048,-0.002,-0.046,-0.09,-0.028,-0.053,0.047
ctx-lh-PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.093,-0.078,0.001,0.093,0.027,-0.046,0.058,-0.091,0.027,-0.052,-0.1,-0.111,-0.022,0.006,-0.096,0.025,0.022,0.06,-0.026,0.029,0.035,-0.087,-0.029,-0.1,-0.069,0.011,-0.087,0.023,-0.003,-0.017,0.03,-0.087,0.068,0.036,-0.077,-0.131,-0.001,-0.065,-0.096,0.033,0.03,0.072,-0.117,-0.081,-0.069,0.041,0.067,0.005,-0.079,0.041,-0.139,-0.006,-0.039,-0.081,-0.157,-0.071,-0.058
ctx-lh-PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.146,-0.024,-0.001,-0.026,-0.044,-0.049,-0.156,-0.062,-0.072,-0.1,-0.079,0.008,0.022,-0.189,0.066,0.128,0.136,0.082,0.046,0.129,-0.001,0.096,-0.063,0.02,0.03,-0.031,0.039,0.073,-0.063,0.028,-0.087,0.04,0.073,-0.017,-0.03,0.025,-0.083,-0.076,-0.057,-0.038,0.006,-0.169,-0.161,-0.162,-0.011,0.011,0.014,0.031,0.002,-0.122,-0.011,-0.101,-0.145,-0.028,-0.049,0.042
ctx-lh-PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.009,0.082,-0.001,-0.033,-0.07,-0.18,-0.081,-0.058,-0.108,-0.139,-0.028,0.004,-0.09,0.064,0.044,0.082,0.041,0.041,0.062,-0.05,0.031,-0.043,0.013,0.023,-0.045,0.041,0.019,-0.044,0.057,-0.049,0.112,0.117,0.019,0.045,0.026,-0.037,-0.022,-0.056,0.008,0.04,-0.103,-0.158,-0.163,-0.033,0.01,-0.005,0.014,-0.075,-0.151,-0.072,-0.12,-0.156,-0.105,-0.064,-0.026
ctx-lh-PD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.105,-0.036,0.013,-0.046,-0.076,-0.04,-0.035,-0.03,-0.156,-0.087,0.021,-0.07,-0.082,-0.04,-0.025,0.025,0.015,-0.03,0.012,-0.021,-0.012,0.078,0.038,0.012,0.04,0.035,-0.028,0.019,-0.005,0.046,0.057,0.079,0.044,0.064,0.048,0.06,0.004,0.057,0.068,-0.007,-0.008,0.014,-0.095,0.066,-0.058,-0.005,-0.005,-0.105,0.009,-0.013,-0.034,-0.121,-0.081,0.011
ctx-lh-PE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.177,-0.104,0.104,0.023,0.089,0.022,0.036,-0.096,-0.053,-0.082,0.042,0.03,-0.066,0.053,-0.044,0.053,0.037,-0.106,-0.035,-0.101,-0.048,0.016,-0.056,0.032,-0.05,-0.084,0.151,0.059,0.089,0.043,-0.159,-0.187,0.007,0.023,-0.117,0.12,0.095,0.126,0.15,0.109,0.096,0.046,-0.107,0.078,-0.197,0.052,-0.052,0.009,0.09,0.022,-0.153,-0.072,-0.094
ctx-lh-PF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052,0.068,-0.046,-0.019,-0.005,-0.097,-0.077,-0.041,-0.024,-0.015,-0.128,-0.035,-0.145,-0.032,0.044,-0.17,0.002,-0.061,-0.023,0.018,0.027,-0.056,0.008,0.013,-0.019,-0.084,-0.117,0.041,-0.004,-0.015,0.023,0.023,0.015,0.023,0.067,0.052,-0.012,-0.045,-0.056,-0.022,-0.009,0.084,-0.129,-0.023,0.114,-0.146,-0.006,-0.081,-0.073,-0.188,-0.05,-0.058
ctx-lh-PG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.107,-0.016,0.014,-0.03,0.016,0.014,0.066,-0.134,-0.102,-0.016,-0.006,0.062,0.025,0.017,0.01,-0.038,0.047,-0.076,-0.044,-0.025,-0.041,-0.031,-0.011,-0.065,0.054,0.027,0.009,0.041,-0.056,-0.072,0.046,-0.013,-0.047,0.108,0.101,0.104,-0.057,-0.056,-0.074,0.005,-0.083,0.075,-0.144,0.024,-0.052,-0.045,-0.009,0.018,-0.061,0.03,-0.115
ctx-lh-PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.023,0.059,0.054,0.074,0.058,-0.046,-0.005,-0.109,-0.042,0.068,0.0,0.042,-0.003,0.0,0.051,0.0,-0.002,0.012,0.064,0.034,-0.024,-0.003,-0.024,-0.02,-0.046,0.098,0.093,0.145,0.125,0.103,0.054,0.078,-0.093,-0.024,0.013,0.049,0.014,-0.094,-0.12,0.005,-0.069,0.061,-0.122,-0.071,-0.015,0.082,0.022,-0.09,-0.177,-0.003
