,ctx-lh-K1_3a_3b,ctx-lh-K2,ctx-lh-K4,ctx-lh-K5,ctx-lh-K6aa,ctx-lh-K6ab_1,ctx-lh-K6ab_2,ctx-lh-K7,ctx-lh-K8_1,ctx-lh-K8_2,ctx-lh-K9,ctx-lh-K10,ctx-lh-K11_12,ctx-lh-K13,ctx-lh-K16,ctx-lh-K17_1,ctx-lh-K17_2,ctx-lh-K17_3,ctx-lh-K18_1,ctx-lh-K18_2,ctx-lh-K18_3,ctx-lh-K19_1,ctx-lh-K19_2,ctx-lh-K19_3,ctx-lh-K20,ctx-lh-K21,ctx-lh-K22a_1,ctx-lh-K22a_2,ctx-lh-K22b_1,ctx-lh-K22b_2,ctx-lh-K23_24_26_29_30_31_32_33,ctx-lh-K25,ctx-lh-K27,ctx-lh-K28_34,ctx-lh-K35_36,ctx-lh-K37,ctx-lh-K38,ctx-lh-K39_1,ctx-lh-K39_40,ctx-lh-K40_1,ctx-lh-K40_2,ctx-lh-K40_3,ctx-lh-K41_42_52,ctx-lh-K43,ctx-lh-K44a,ctx-lh-K44b,ctx-lh-K45,ctx-lh-K46,ctx-lh-K47,ctx-rh-K1_3a_3b,ctx-rh-K2,ctx-rh-K4,ctx-rh-K5,ctx-rh-K6aa,ctx-rh-K6ab_1,ctx-rh-K6ab_2,ctx-rh-K7,ctx-rh-K8_1,ctx-rh-K8_2,ctx-rh-K9,ctx-rh-K10,ctx-rh-K11_12,ctx-rh-K13,ctx-rh-K16,ctx-rh-K17_1,ctx-rh-K17_2,ctx-rh-K17_3,ctx-rh-K18_1,ctx-rh-K18_2,ctx-rh-K18_3,ctx-rh-K19_1,ctx-rh-K19_2,ctx-rh-K19_3,ctx-rh-K20,ctx-rh-K21,ctx-rh-K22a_1,ctx-rh-K22a_2,ctx-rh-K22b_1,ctx-rh-K22b_2,ctx-rh-K23_24_26_29_30_31_32_33,ctx-rh-K25,ctx-rh-K27,ctx-rh-K28_34,ctx-rh-K35_36,ctx-rh-K37,ctx-rh-K38,ctx-rh-K39_1,ctx-rh-K39_40,ctx-rh-K40_1,ctx-rh-K40_2,ctx-rh-K40_3,ctx-rh-K41_42_52,ctx-rh-K43,ctx-rh-K44a,ctx-rh-K44b,ctx-rh-K45,ctx-rh-K46,ctx-rh-K47
ctx-lh-K1_3a_3b,,-0.125,-0.019,-0.098,0.01,-0.052,-0.046,-0.031,-0.028,-0.065,-0.091,-0.093,0.078,0.071,0.12,0.098,0.044,0.065,-0.109,-0.113,-0.075,-0.101,-0.081,-0.194,0.103,0.05,-0.038,-0.003,-0.102,0.041,-0.074,0.006,0.032,-0.033,0.02,-0.049,0.076,-0.008,-0.074,-0.048,0.087,0.035,0.005,-0.072,0.062,-0.074,0.012,-0.134,-0.017,-0.049,-0.169,0.004,-0.1,0.055,0.072,-0.063,-0.049,-0.008,-0.034,-0.087,-0.089,0.026,0.084,0.159,-0.008,0.057,0.08,-0.115,-0.046,-0.087,-0.044,-0.151,-0.12,0.02,-0.009,-0.015,0.009,-0.028,0.066,-0.08,0.129,-0.055,-0.038,-0.015,-0.088,0.097,-0.059,0.058,-0.038,0.076,-0.047,-0.024,-0.049,0.094,-0.033,0.016,-0.194,-0.016
ctx-lh-K2,,,0.0,-0.036,0.037,0.002,-0.063,0.049,-0.037,-0.096,-0.068,-0.037,0.062,0.126,0.143,0.094,0.083,0.129,-0.147,-0.089,-0.046,-0.056,-0.077,-0.154,0.012,-0.063,-0.001,-0.049,-0.11,0.038,-0.035,-0.007,0.005,-0.064,0.027,0.006,0.062,-0.052,0.005,-0.026,0.146,0.093,0.005,0.039,0.148,-0.038,-0.011,-0.193,-0.037,-0.084,-0.117,-0.029,-0.004,0.064,0.058,-0.025,-0.037,0.008,-0.074,-0.117,-0.021,0.018,0.072,0.172,-0.016,0.097,0.109,-0.192,0.003,-0.065,-0.071,-0.146,-0.116,-0.025,-0.073,-0.016,-0.042,-0.024,0.039,-0.05,0.103,-0.114,-0.033,-0.037,-0.095,0.035,-0.044,0.117,0.052,0.056,-0.074,0.01,-0.048,0.109,0.038,-0.007,-0.146,0.037
ctx-lh-K4,,,,-0.094,-0.022,-0.016,-0.052,-0.016,0.025,-0.032,-0.034,-0.065,0.126,0.103,0.085,0.044,0.073,0.063,-0.124,-0.09,-0.089,-0.069,-0.068,-0.176,0.036,0.035,-0.024,-0.011,-0.094,0.017,-0.045,0.034,-0.015,-0.115,0.0,-0.033,0.106,-0.077,-0.041,-0.071,0.092,0.059,-0.058,-0.116,0.068,-0.019,0.054,-0.154,0.065,-0.089,-0.161,-0.053,-0.057,0.014,0.079,-0.037,-0.044,-0.014,-0.063,-0.134,-0.044,0.102,0.058,0.09,-0.005,0.069,0.045,-0.116,-0.059,-0.076,-0.022,-0.141,-0.127,-0.029,-0.006,-0.022,0.004,-0.031,0.098,-0.092,0.114,-0.088,-0.057,-0.043,-0.063,0.106,-0.101,0.066,-0.004,0.049,-0.052,-0.07,-0.119,0.093,0.011,0.064,-0.126,0.062
ctx-lh-K5,,,,,-0.009,0.081,0.034,-0.112,0.127,0.068,0.047,0.068,0.048,0.154,0.007,-0.106,0.019,0.01,-0.262,-0.09,-0.199,-0.2,-0.152,-0.272,0.091,0.079,0.039,-0.047,0.001,0.01,-0.02,-0.04,-0.041,-0.118,0.007,-0.127,0.11,0.086,0.145,0.181,0.152,-0.041,0.023,-0.064,0.087,0.01,0.082,-0.023,0.035,-0.101,-0.138,-0.046,-0.084,-0.007,0.008,0.009,-0.139,0.115,0.086,0.023,0.051,-0.06,0.068,0.114,-0.134,-0.033,-0.091,-0.231,-0.132,-0.159,-0.188,-0.186,-0.208,0.042,0.118,-0.071,-0.029,0.047,0.087,0.025,0.039,-0.173,-0.147,-0.062,-0.171,0.07,0.048,0.154,0.135,-0.046,-0.115,0.054,-0.105,0.053,0.031,0.118,0.012,0.063
ctx-lh-K6aa,,,,,,0.101,0.027,0.005,0.017,-0.085,-0.027,0.063,0.099,0.158,0.083,0.107,0.027,0.034,0.017,-0.09,0.018,0.0,-0.068,-0.073,-0.016,-0.061,-0.025,0.016,-0.05,0.163,-0.049,0.013,-0.027,-0.035,-0.028,0.059,-0.058,-0.2,-0.038,-0.101,0.055,-0.028,0.002,-0.031,0.056,0.005,0.09,-0.082,0.104,0.052,0.032,0.025,0.026,-0.02,0.164,0.04,-0.026,0.062,-0.154,-0.119,0.075,0.04,0.128,0.116,0.059,0.072,0.053,-0.039,-0.002,-0.057,0.014,-0.072,-0.09,-0.139,-0.064,-0.039,0.048,0.028,0.052,-0.07,0.051,-0.014,-0.001,-0.005,-0.013,0.064,-0.232,0.06,-0.014,-0.022,0.016,0.031,0.028,0.007,0.021,0.011,-0.083,0.056
ctx-lh-K6ab_1,,,,,,,0.126,0.057,0.006,-0.078,-0.009,-0.069,-0.107,0.002,-0.143,0.052,-0.066,-0.073,0.121,-0.002,0.07,0.029,-0.021,0.074,-0.026,0.016,-0.137,0.02,-0.03,0.053,-0.082,-0.0,0.036,0.024,-0.038,0.094,-0.012,-0.001,0.012,-0.064,-0.034,-0.072,-0.097,-0.096,-0.078,-0.016,0.08,0.162,0.037,-0.024,0.019,-0.006,0.062,0.058,0.068,0.045,0.055,0.11,-0.091,0.092,0.109,-0.034,-0.048,-0.101,0.047,-0.026,-0.001,0.015,0.056,0.012,0.003,0.015,0.026,-0.034,0.058,-0.001,0.077,0.023,0.087,-0.068,-0.081,0.033,-0.04,-0.008,0.111,0.119,-0.083,0.131,-0.007,-0.045,0.032,-0.037,-0.104,-0.045,0.045,0.147,0.098,0.03
ctx-lh-K6ab_2,,,,,,,,0.019,0.055,0.013,0.055,0.055,0.061,0.089,-0.017,-0.053,-0.115,-0.077,-0.055,-0.102,-0.054,-0.137,-0.151,-0.11,-0.039,-0.04,-0.021,0.089,0.006,0.144,0.103,0.027,0.196,0.023,-0.099,-0.053,-0.032,-0.033,0.076,-0.034,0.059,-0.078,0.036,-0.017,0.056,0.014,-0.041,-0.023,0.055,-0.109,-0.06,-0.152,-0.013,-0.058,0.027,0.042,-0.028,0.119,-0.03,0.102,0.114,0.066,0.019,-0.02,-0.03,-0.076,-0.087,-0.155,-0.059,-0.105,-0.152,-0.078,-0.114,-0.09,0.043,-0.055,0.104,0.116,0.133,0.095,0.084,0.024,-0.062,-0.119,-0.036,0.058,-0.061,0.12,0.033,-0.042,-0.098,-0.011,-0.126,-0.019,0.102,0.038,-0.074,0.113
ctx-lh-K7,,,,,,,,,0.069,-0.052,0.076,0.081,0.054,0.073,0.0,-0.051,0.017,0.069,-0.155,-0.01,-0.056,-0.204,-0.088,-0.168,-0.102,-0.119,0.149,-0.055,-0.042,0.054,0.041,0.037,-0.099,-0.152,-0.204,-0.122,-0.151,-0.066,0.077,0.044,0.113,-0.108,0.124,0.012,0.02,0.016,-0.035,-0.058,-0.02,-0.032,-0.003,-0.015,0.018,0.014,0.089,0.142,-0.079,0.171,0.002,0.15,0.146,-0.041,-0.013,0.014,-0.036,-0.031,-0.042,-0.112,-0.112,-0.058,-0.109,-0.111,-0.074,-0.14,0.06,-0.027,-0.042,0.101,0.098,0.061,-0.024,-0.064,-0.084,-0.127,-0.06,-0.117,-0.049,0.11,0.079,-0.068,-0.103,0.157,-0.005,-0.061,0.065,0.003,0.023,0.022
ctx-lh-K8_1,,,,,,,,,,0.036,0.042,-0.001,-0.03,0.039,-0.117,-0.063,-0.031,-0.128,0.114,0.014,0.018,0.045,0.011,0.032,0.017,0.023,-0.147,-0.018,0.008,-0.037,-0.019,0.032,0.089,0.099,-0.027,-0.053,0.086,0.039,-0.015,0.014,-0.079,0.017,-0.061,-0.031,-0.02,-0.065,-0.103,0.166,0.028,-0.056,-0.094,-0.053,0.029,0.009,0.007,-0.066,0.021,-0.061,0.001,0.043,0.048,-0.012,-0.02,-0.086,0.013,-0.016,-0.059,0.014,0.115,0.005,0.009,0.063,0.047,0.045,-0.005,0.095,0.054,-0.009,-0.038,-0.031,-0.021,0.103,-0.023,-0.081,0.031,0.139,0.007,-0.004,0.008,-0.028,-0.001,-0.105,-0.051,-0.027,-0.034,-0.062,0.018,-0.0
ctx-lh-K8_2,,,,,,,,,,,0.035,-0.02,0.095,-0.06,-0.145,-0.087,-0.055,-0.164,0.018,0.012,-0.003,0.024,-0.005,0.042,0.015,0.113,-0.147,0.057,0.048,0.008,0.07,-0.05,0.294,0.22,0.053,0.007,0.103,0.09,0.021,-0.025,-0.117,-0.121,-0.132,-0.069,-0.12,-0.054,-0.114,0.126,0.078,-0.12,-0.062,-0.092,-0.073,-0.077,-0.091,-0.1,0.005,-0.013,-0.02,0.134,0.063,0.105,-0.112,-0.175,0.055,-0.028,-0.056,0.028,0.074,0.02,-0.022,0.083,0.088,0.043,0.033,-0.059,0.071,-0.055,-0.078,0.118,0.023,0.202,0.103,0.062,0.086,0.123,0.054,-0.078,-0.091,-0.068,-0.05,-0.145,-0.12,-0.095,-0.013,-0.044,0.022,0.057
ctx-lh-K9,,,,,,,,,,,,0.065,0.025,0.043,-0.117,-0.004,-0.005,-0.084,0.063,0.002,0.086,0.098,0.015,0.124,0.139,0.091,-0.074,-0.042,0.034,-0.058,0.014,0.044,0.103,0.117,0.083,0.049,0.042,0.052,-0.026,0.092,-0.048,0.017,-0.034,-0.076,-0.022,-0.011,-0.039,0.167,0.108,-0.108,-0.132,-0.117,0.017,-0.079,-0.078,-0.044,0.034,-0.096,-0.041,0.013,0.065,-0.022,0.013,-0.103,0.009,-0.023,-0.04,0.046,-0.01,0.02,-0.034,0.029,0.059,0.007,0.016,0.159,-0.041,-0.081,-0.082,-0.027,-0.054,0.196,0.025,0.024,0.054,0.025,-0.011,-0.076,0.068,-0.036,-0.033,-0.127,-0.153,0.002,0.087,-0.084,-0.011,0.002
ctx-lh-K10,,,,,,,,,,,,,0.029,0.046,0.002,-0.065,-0.055,-0.141,0.017,-0.007,0.066,0.071,0.016,0.098,0.046,0.058,0.011,-0.03,0.021,-0.072,-0.06,-0.014,0.053,0.085,0.057,0.112,0.057,0.03,-0.035,0.05,0.006,0.099,-0.039,-0.074,0.104,0.072,0.1,0.266,0.212,-0.168,-0.092,-0.091,0.062,-0.027,-0.048,-0.052,0.048,-0.131,-0.068,-0.062,-0.001,0.012,0.053,-0.108,0.019,-0.051,-0.071,0.102,0.024,0.056,-0.056,0.092,0.013,-0.017,-0.101,0.108,-0.005,-0.107,-0.143,-0.072,-0.012,0.151,0.04,0.054,0.107,0.031,-0.06,-0.099,-0.015,0.007,-0.009,-0.097,-0.077,0.011,-0.013,0.047,0.038,0.124
ctx-lh-K11_12,,,,,,,,,,,,,,-0.035,0.016,-0.032,-0.04,-0.05,-0.057,-0.015,0.07,0.07,0.01,0.003,0.011,-0.007,-0.15,-0.078,-0.129,-0.1,-0.158,-0.124,0.008,0.081,0.07,-0.011,-0.003,0.158,-0.008,0.121,0.003,0.004,-0.052,0.036,0.053,-0.028,-0.072,0.075,0.003,-0.036,-0.015,0.018,-0.032,-0.024,-0.067,-0.026,0.016,-0.091,0.048,-0.008,-0.006,-0.093,0.055,-0.003,0.079,-0.053,-0.108,-0.019,-0.048,0.057,-0.06,0.004,-0.055,-0.034,-0.133,0.021,-0.17,-0.249,-0.142,-0.149,-0.029,0.045,-0.041,0.008,-0.012,-0.083,0.108,-0.137,0.011,-0.063,0.048,-0.167,0.014,-0.024,-0.023,-0.127,-0.032,-0.088
ctx-lh-K13,,,,,,,,,,,,,,,0.003,-0.095,-0.15,-0.168,-0.062,-0.087,-0.1,0.084,-0.017,0.068,0.012,-0.005,0.036,0.133,0.097,0.161,-0.069,0.059,-0.064,0.002,0.124,0.258,-0.0,-0.104,0.087,-0.097,0.1,0.183,-0.045,-0.038,0.037,0.128,0.186,0.025,0.01,0.112,0.216,0.152,0.218,0.118,0.008,-0.046,0.086,-0.025,-0.119,-0.148,-0.116,-0.158,0.075,0.095,-0.207,-0.118,-0.073,-0.126,-0.059,-0.064,0.067,-0.019,-0.013,-0.178,-0.156,-0.001,0.095,0.159,-0.042,-0.152,-0.025,-0.073,0.003,0.102,0.155,0.042,-0.174,-0.021,0.026,0.125,0.081,0.087,0.026,0.003,-0.056,-0.049,-0.102,-0.163
ctx-lh-K16,,,,,,,,,,,,,,,,-0.003,-0.037,-0.063,0.02,-0.061,-0.073,0.173,-0.015,0.059,0.126,-0.002,0.05,0.078,0.087,0.156,-0.209,0.059,-0.137,-0.12,0.083,0.267,-0.0,-0.126,0.022,-0.06,0.109,0.034,-0.012,-0.039,0.108,0.081,0.12,-0.128,-0.017,0.152,0.21,0.193,0.102,0.181,-0.058,-0.0,0.061,-0.116,-0.114,-0.182,-0.091,-0.033,0.026,0.131,-0.058,-0.054,-0.049,-0.031,-0.004,-0.07,0.099,-0.087,-0.003,-0.065,-0.066,-0.064,0.077,0.113,-0.046,-0.266,0.006,-0.228,-0.085,0.045,0.09,-0.031,-0.14,0.045,0.092,0.071,0.052,0.03,-0.036,0.138,-0.036,0.013,-0.014,-0.085
ctx-lh-K17_1,,,,,,,,,,,,,,,,,0.073,0.046,0.008,0.153,0.033,0.102,0.17,0.128,0.086,0.075,0.075,0.126,0.151,0.173,0.065,0.037,0.046,0.084,0.048,0.217,-0.044,-0.055,0.025,0.046,0.004,0.055,0.083,0.027,0.074,0.108,-0.001,-0.073,-0.041,0.105,0.146,0.088,-0.078,0.016,0.002,0.021,-0.085,-0.103,-0.108,-0.0,-0.064,0.07,-0.055,-0.002,-0.068,0.06,0.008,0.008,0.131,0.114,0.062,0.177,0.112,-0.062,0.011,-0.062,0.027,0.132,0.121,0.033,0.089,0.123,0.048,0.112,0.111,-0.138,-0.05,-0.069,-0.087,-0.004,0.072,0.043,0.031,-0.006,-0.021,-0.011,-0.098,-0.078
ctx-lh-K17_2,,,,,,,,,,,,,,,,,,-0.035,0.123,0.086,0.091,0.203,0.192,0.174,0.081,0.022,0.01,0.047,0.061,0.054,-0.218,0.026,-0.094,-0.086,0.049,0.152,-0.078,-0.057,-0.017,-0.029,0.017,0.068,-0.003,-0.099,-0.021,0.081,0.04,-0.064,0.022,0.038,0.068,0.067,0.051,0.055,-0.048,0.072,0.087,-0.001,-0.072,-0.043,-0.063,-0.002,-0.011,-0.111,0.028,0.03,0.063,0.107,0.11,0.125,0.224,0.159,0.092,-0.017,0.005,-0.007,0.053,0.066,0.012,-0.221,0.016,-0.024,0.002,0.161,0.151,-0.063,0.013,0.037,0.025,0.063,0.081,-0.082,-0.071,0.027,-0.037,0.026,-0.043,-0.064
ctx-lh-K17_3,,,,,,,,,,,,,,,,,,,0.119,0.138,0.167,0.255,0.254,0.247,0.046,0.028,0.04,0.077,0.091,0.076,-0.175,0.063,-0.046,0.02,0.125,0.235,-0.035,-0.068,-0.05,-0.101,-0.034,0.074,0.029,-0.104,-0.038,0.026,0.015,-0.075,-0.026,0.075,0.156,0.088,0.075,0.075,-0.045,0.052,0.114,-0.083,-0.134,-0.103,-0.13,0.035,-0.032,-0.074,0.015,-0.004,0.001,0.084,0.155,0.176,0.245,0.217,0.143,-0.012,0.004,-0.011,0.049,0.095,0.008,-0.2,0.063,-0.022,0.04,0.153,0.189,-0.064,-0.01,-0.035,-0.052,0.063,0.085,-0.034,-0.03,-0.007,-0.048,0.021,-0.051,-0.091
ctx-lh-K18_1,,,,,,,,,,,,,,,,,,,,0.093,0.01,-0.092,0.067,-0.018,0.114,0.133,-0.016,0.024,0.084,0.098,0.203,0.162,0.025,0.125,0.043,0.089,-0.037,0.05,0.077,0.093,0.047,-0.041,-0.027,-0.06,-0.008,-0.031,-0.029,-0.131,-0.036,-0.073,-0.101,-0.105,-0.255,-0.117,0.058,0.025,-0.148,0.093,-0.004,0.128,0.058,0.092,-0.003,0.051,-0.061,0.12,0.094,-0.029,0.098,0.005,-0.131,0.126,0.025,0.046,0.04,-0.138,-0.031,0.007,0.053,0.287,0.093,0.052,0.031,0.016,-0.029,-0.07,0.019,-0.039,-0.038,-0.057,-0.052,-0.014,-0.025,-0.051,0.063,-0.083,-0.01,0.01
ctx-lh-K18_2,,,,,,,,,,,,,,,,,,,,,0.034,0.086,-0.009,0.075,0.103,-0.011,-0.025,-0.03,-0.045,-0.063,-0.086,-0.012,-0.092,-0.123,-0.061,-0.045,-0.12,-0.025,0.003,0.007,-0.016,-0.036,0.035,-0.148,-0.052,-0.022,-0.011,-0.12,-0.007,-0.11,-0.106,-0.092,-0.103,-0.057,-0.029,0.084,0.078,0.034,0.029,-0.024,0.013,0.007,0.01,-0.062,0.084,0.157,0.198,0.048,-0.07,0.1,0.123,0.061,0.01,-0.057,-0.002,-0.052,-0.065,-0.052,0.012,-0.056,-0.048,-0.075,-0.017,0.056,-0.051,-0.115,0.079,0.017,-0.001,-0.025,-0.003,-0.095,-0.114,-0.027,-0.081,-0.08,-0.062,-0.023
ctx-lh-K18_3,,,,,,,,,,,,,,,,,,,,,,0.001,0.068,0.05,0.131,0.096,-0.045,0.051,0.045,0.061,-0.049,0.064,-0.127,-0.09,-0.079,0.051,-0.065,-0.025,0.088,0.037,0.059,0.047,0.028,-0.131,0.041,0.078,0.037,-0.05,0.022,-0.051,-0.027,-0.036,-0.132,0.004,0.065,0.102,-0.067,0.055,0.008,0.096,0.097,0.014,-0.018,-0.037,0.026,0.016,0.097,-0.0,-0.035,0.071,0.037,0.011,-0.05,0.002,0.059,-0.075,-0.036,-0.02,0.072,-0.016,0.09,-0.109,-0.073,-0.026,-0.015,-0.176,0.035,0.017,0.001,0.014,0.06,-0.076,-0.032,0.023,-0.005,0.029,-0.115,-0.054
ctx-lh-K19_1,,,,,,,,,,,,,,,,,,,,,,,0.103,0.039,-0.033,-0.023,0.106,0.045,0.06,-0.015,0.114,0.126,0.005,-0.019,-0.09,-0.173,-0.074,-0.073,-0.027,0.038,0.114,-0.036,0.139,0.054,-0.009,0.003,0.114,0.015,0.096,-0.069,-0.108,-0.088,-0.206,-0.047,0.018,0.07,-0.125,0.143,0.031,0.252,0.206,0.094,0.103,0.12,0.043,0.175,0.148,-0.059,0.078,0.079,-0.017,0.147,0.05,-0.028,-0.03,0.032,-0.071,0.026,-0.002,0.238,0.045,0.043,-0.056,-0.094,-0.167,-0.104,-0.012,-0.081,-0.005,-0.049,-0.074,0.045,0.047,0.058,0.118,0.036,0.089,0.197
ctx-lh-K19_2,,,,,,,,,,,,,,,,,,,,,,,,0.041,0.022,-0.038,0.037,-0.05,-0.027,-0.044,-0.089,0.023,-0.113,-0.192,-0.157,-0.107,-0.1,-0.078,-0.063,-0.041,0.067,-0.045,0.094,-0.11,-0.051,-0.013,0.082,-0.06,0.047,-0.063,-0.085,-0.039,-0.139,-0.017,0.02,0.054,0.038,0.111,0.042,0.112,0.126,0.04,-0.015,0.007,0.124,0.159,0.16,0.087,-0.049,0.06,0.143,-0.007,0.004,-0.111,-0.015,-0.054,-0.057,-0.016,0.009,-0.017,0.022,-0.137,-0.095,-0.014,-0.098,-0.067,0.043,0.001,0.02,-0.04,-0.071,-0.028,-0.029,-0.016,0.053,0.058,0.058,0.114
ctx-lh-K19_3,,,,,,,,,,,,,,,,,,,,,,,,,0.137,0.069,0.053,0.088,0.001,-0.023,0.04,0.146,-0.077,-0.038,-0.118,-0.103,-0.025,-0.054,0.018,0.052,0.097,-0.025,0.06,-0.082,0.031,0.027,0.029,-0.083,0.069,-0.156,-0.142,-0.179,-0.23,-0.061,0.06,0.088,-0.104,0.14,-0.011,0.205,0.168,0.087,0.072,0.065,0.089,0.177,0.154,-0.02,0.079,0.071,-0.037,0.049,0.04,0.008,0.028,-0.009,-0.07,-0.025,-0.021,0.167,0.054,-0.026,-0.104,-0.063,-0.106,-0.156,-0.042,-0.039,0.039,-0.042,-0.055,-0.063,-0.044,0.068,0.068,-0.047,-0.014,0.076
ctx-lh-K20,,,,,,,,,,,,,,,,,,,,,,,,,,0.044,0.034,0.137,0.003,-0.065,0.035,-0.047,-0.061,0.088,0.061,0.004,0.155,0.037,-0.021,-0.033,-0.025,0.049,0.025,0.084,0.026,0.076,-0.001,0.095,-0.03,0.092,-0.033,0.049,-0.038,0.016,-0.037,-0.138,-0.123,-0.078,-0.023,-0.024,-0.137,-0.101,0.039,0.068,0.057,0.124,0.089,0.083,0.075,0.053,-0.046,0.068,0.025,-0.155,-0.14,0.021,-0.024,-0.116,-0.2,-0.038,-0.06,0.073,0.026,0.004,-0.047,-0.08,0.019,-0.17,-0.083,0.101,0.09,-0.036,0.1,0.011,-0.108,-0.069,-0.005,-0.168
ctx-lh-K21,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.098,-0.079,-0.04,-0.165,0.076,-0.074,0.039,0.033,-0.031,-0.119,0.047,0.1,-0.05,0.055,-0.074,-0.034,-0.153,0.107,-0.054,-0.048,-0.107,0.075,-0.023,0.033,-0.106,0.011,-0.1,0.066,0.006,-0.094,-0.183,-0.043,0.023,0.037,-0.028,-0.02,-0.012,-0.046,0.092,0.028,0.059,0.074,0.016,-0.031,-0.081,-0.07,-0.012,0.084,-0.067,0.116,-0.1,-0.216,-0.112,0.078,-0.036,0.01,-0.083,-0.055,-0.097,-0.033,0.068,-0.121,-0.028,-0.015,-0.015,-0.152,0.086,0.037,-0.036,-0.049,0.018,-0.063
ctx-lh-K22a_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,-0.042,-0.007,-0.108,-0.094,-0.197,0.0,0.033,0.225,-0.11,-0.021,-0.126,0.008,0.177,0.109,-0.039,-0.137,0.057,-0.095,-0.047,0.082,-0.059,-0.054,0.009,0.045,0.076,0.045,-0.038,0.1,0.159,-0.104,-0.107,-0.16,-0.074,-0.116,0.016,0.034,-0.007,-0.006,-0.045,0.02,0.054,-0.04,0.069,0.006,0.047,0.048,-0.061,-0.095,-0.083,0.074,-0.087,-0.093,-0.053,-0.021,0.068,0.033,0.15,-0.101,-0.0,-0.039,0.14,0.121,0.011,-0.076,-0.02,0.096,0.009,-0.014,0.073,-0.015
ctx-lh-K22a_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.093,-0.164,-0.031,-0.115,0.037,0.051,0.053,0.096,-0.1,0.022,-0.126,0.041,0.038,-0.005,-0.115,0.006,0.143,0.016,0.022,0.102,0.07,-0.04,-0.041,0.005,-0.074,0.033,0.045,-0.006,-0.03,-0.041,0.01,-0.053,-0.095,-0.056,0.1,0.08,0.123,0.077,0.061,0.008,-0.013,-0.05,-0.034,-0.072,-0.039,0.033,-0.114,-0.117,-0.248,-0.178,-0.077,0.029,0.027,-0.133,-0.092,-0.021,-0.051,-0.127,0.031,-0.115,0.044,-0.025,0.004,-0.209,0.073,0.112,0.068,0.014,0.091,0.033
ctx-lh-K22b_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.171,0.107,-0.137,0.138,0.048,0.028,-0.011,-0.066,0.024,-0.091,-0.046,-0.058,-0.074,-0.096,-0.006,-0.007,-0.118,-0.022,0.052,-0.007,-0.096,-0.109,-0.102,-0.083,0.001,0.046,-0.135,-0.031,0.049,0.028,-0.0,0.02,-0.07,0.061,0.028,0.117,0.059,0.13,0.07,0.022,-0.051,0.025,-0.061,-0.033,-0.063,-0.116,-0.007,-0.202,-0.267,-0.145,0.152,-0.005,-0.034,-0.091,-0.04,-0.078,-0.047,0.05,-0.143,-0.029,-0.037,-0.022,-0.162,0.021,0.075,0.008,0.041,0.128,0.014
ctx-lh-K22b_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053,-0.078,0.046,-0.086,-0.103,-0.051,-0.202,-0.115,-0.137,-0.043,0.13,0.117,0.056,0.125,0.111,0.084,0.051,0.005,-0.029,0.012,0.017,0.024,0.039,0.12,0.187,-0.016,0.071,-0.011,0.08,-0.024,0.012,-0.115,0.178,0.161,0.126,0.086,0.194,0.108,-0.046,0.02,-0.05,-0.099,-0.055,-0.073,-0.098,0.025,-0.214,-0.167,0.092,0.097,-0.047,0.004,-0.048,-0.047,-0.149,-0.133,-0.096,-0.038,0.126,0.074,0.084,-0.049,0.109,0.177,0.16,0.05,0.096,-0.009
ctx-lh-K23_24_26_29_30_31_32_33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,0.017,-0.025,0.033,0.03,-0.001,0.118,0.097,0.024,-0.08,-0.103,-0.0,-0.142,-0.094,-0.039,-0.068,0.048,-0.045,-0.065,-0.114,-0.067,-0.101,-0.069,-0.068,-0.063,-0.082,-0.103,0.076,0.058,-0.003,0.068,-0.143,-0.07,0.09,-0.135,-0.075,0.136,-0.049,-0.061,0.07,-0.064,-0.014,0.142,0.108,0.112,0.04,0.113,0.129,0.007,-0.03,-0.097,-0.026,0.005,-0.027,0.032,0.093,0.169,-0.023,-0.133,-0.175,0.047,-0.162,-0.089,0.032,-0.032,0.002,0.008
ctx-lh-K25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,0.241,0.166,0.027,0.049,0.037,-0.011,0.033,0.052,0.026,-0.091,0.02,-0.022,0.072,0.073,-0.041,-0.006,-0.061,-0.072,-0.018,0.009,0.068,0.036,0.009,0.006,-0.099,-0.112,-0.029,-0.066,-0.064,0.058,0.119,0.083,0.044,0.019,0.136,0.056,0.191,0.038,0.099,0.199,-0.015,-0.067,0.04,0.057,-0.108,-0.098,-0.074,0.043,0.023,0.098,0.034,0.002,0.047,0.093,-0.084,-0.012,-0.004,0.022,-0.079,0.034,0.049,0.013,-0.016,0.008,-0.075
