,ctx-lh-callosA,ctx-lh-callosB,ctx-lh-callosC,ctx-lh-callosD,ctx-lh-froB,ctx-lh-froC,ctx-lh-froD,ctx-lh-froinf,ctx-lh-froint,ctx-lh-frointB,ctx-lh-froorb,ctx-lh-froprefro,ctx-lh-frosup,ctx-lh-frosupant,ctx-lh-insinf,ctx-lh-inspostc,ctx-lh-insprec,ctx-lh-occpar,ctx-lh-occparastr,ctx-lh-occperistr,ctx-lh-occstr,ctx-lh-occtemp,ctx-lh-paradent,ctx-lh-paraspl,ctx-lh-parinfA,ctx-lh-parinfB,ctx-lh-parinfC,ctx-lh-vis-sen-bnd,ctx-lh-parsupA,ctx-lh-parsupB,ctx-lh-postcentA,ctx-lh-postcentB,ctx-lh-precentA,ctx-lh-precentB,ctx-lh-pyriform,ctx-lh-tempinf,ctx-lh-tempmed,ctx-lh-temppara,ctx-lh-temppole,ctx-lh-tempsup,ctx-lh-froA,ctx-lh-tempHeschl,ctx-lh-vis-aud-bnd,ctx-lh-parolfact,ctx-rh-callosA,ctx-rh-callosB,ctx-rh-callosC,ctx-rh-callosD,ctx-rh-froB,ctx-rh-froC,ctx-rh-froD,ctx-rh-froinf,ctx-rh-froint,ctx-rh-frointB,ctx-rh-froorb,ctx-rh-froprefro,ctx-rh-frosup,ctx-rh-frosupant,ctx-rh-insinf,ctx-rh-inspostc,ctx-rh-insprec,ctx-rh-occpar,ctx-rh-occparastr,ctx-rh-occperistr,ctx-rh-occstr,ctx-rh-occtemp,ctx-rh-paradent,ctx-rh-paraspl,ctx-rh-parinfA,ctx-rh-parinfB,ctx-rh-parinfC,ctx-rh-vis-sen-bnd,ctx-rh-parsupA,ctx-rh-parsupB,ctx-rh-postcentA,ctx-rh-postcentB,ctx-rh-precentA,ctx-rh-precentB,ctx-rh-pyriform,ctx-rh-tempinf,ctx-rh-tempmed,ctx-rh-temppara,ctx-rh-temppole,ctx-rh-tempsup,ctx-rh-froA,ctx-rh-tempHeschl,ctx-rh-vis-aud-bnd,ctx-rh-parolfact
ctx-lh-froorb,,,,,,,,,,,,0.017,-0.043,0.096,0.061,0.094,0.041,0.026,-0.051,-0.051,-0.173,-0.136,0.007,-0.191,0.039,-0.09,0.071,0.074,0.07,-0.073,-0.009,0.034,0.009,-0.144,-0.038,-0.096,-0.124,-0.069,0.015,-0.048,0.161,0.121,-0.03,-0.027,0.043,-0.064,0.071,0.021,0.01,-0.01,0.0,0.193,0.022,0.115,0.053,0.005,-0.113,-0.002,-0.069,0.126,0.055,0.002,-0.04,-0.117,0.06,-0.092,0.176,-0.03,0.036,-0.018,-0.018,-0.011,0.05,0.002,-0.172,-0.055,0.059,-0.192,0.102,0.067,-0.009,-0.118,0.037,0.027,0.154,0.163,0.053,0.046
ctx-lh-froprefro,,,,,,,,,,,,,-0.021,0.038,0.139,0.001,0.189,-0.026,-0.053,0.004,-0.016,-0.018,-0.164,-0.386,-0.158,-0.079,0.011,-0.022,-0.087,0.051,0.004,-0.069,-0.106,-0.035,-0.032,0.012,0.055,0.003,0.095,-0.059,-0.041,0.009,-0.125,-0.085,0.007,0.044,-0.066,-0.087,0.157,0.112,-0.048,0.17,0.056,0.135,0.06,-0.023,-0.076,0.045,0.017,0.121,0.11,-0.179,-0.091,-0.179,-0.057,-0.149,-0.145,-0.223,-0.003,-0.09,0.008,-0.069,0.028,0.016,-0.179,-0.024,-0.068,-0.138,0.017,-0.061,-0.237,-0.22,-0.03,0.033,0.043,-0.111,0.066,0.099
ctx-lh-frosup,,,,,,,,,,,,,,-0.026,0.048,0.077,-0.032,0.007,0.107,0.003,0.094,0.025,-0.105,0.062,-0.06,-0.034,0.093,-0.108,0.049,0.084,0.01,0.036,0.051,-0.053,0.083,0.066,0.059,0.144,0.003,0.064,-0.165,0.082,0.102,-0.085,0.187,-0.054,0.052,0.125,-0.04,0.067,-0.075,0.055,0.084,-0.012,0.178,0.153,0.008,0.044,0.171,-0.032,-0.058,0.024,0.028,-0.054,-0.021,0.038,0.013,0.102,0.014,0.077,0.021,-0.075,0.089,0.135,-0.021,0.056,0.031,-0.014,0.06,0.191,0.12,0.127,0.075,0.017,-0.035,0.023,-0.005,0.025
ctx-lh-frosupant,,,,,,,,,,,,,,,0.133,0.166,0.161,-0.004,-0.008,-0.088,-0.035,-0.066,-0.196,-0.216,-0.09,-0.099,0.174,0.065,-0.016,0.114,-0.063,0.062,0.053,-0.003,-0.072,0.017,-0.038,0.172,0.01,0.047,-0.011,0.066,-0.017,-0.104,0.191,0.063,0.026,0.144,0.241,0.099,-0.022,0.108,0.081,0.053,0.06,0.092,0.017,0.074,0.186,-0.002,0.151,-0.007,0.007,-0.094,-0.046,-0.117,-0.018,-0.128,0.001,0.11,0.094,0.015,0.113,0.178,-0.134,-0.024,-0.052,0.12,-0.099,0.088,-0.062,0.074,0.051,0.032,0.039,0.02,0.029,0.099
ctx-lh-insinf,,,,,,,,,,,,,,,,-0.013,-0.093,-0.099,0.019,-0.136,-0.111,-0.188,0.137,0.102,0.27,0.12,-0.137,0.053,0.168,-0.067,0.096,-0.093,-0.051,0.043,-0.195,-0.001,0.047,-0.117,0.047,-0.007,0.179,-0.107,0.149,0.043,0.007,-0.095,0.096,0.054,0.047,0.116,0.078,0.107,0.062,-0.054,0.104,0.106,0.021,0.126,-0.259,-0.042,-0.188,-0.179,-0.086,-0.17,-0.11,-0.094,0.008,0.132,0.154,-0.015,-0.087,0.052,0.157,-0.121,0.187,-0.029,-0.054,0.033,-0.013,0.079,0.111,-0.153,0.14,-0.026,0.125,-0.162,-0.065,0.045
ctx-lh-inspostc,,,,,,,,,,,,,,,,,0.057,-0.266,-0.251,-0.243,-0.159,-0.338,0.058,0.036,-0.029,0.027,-0.271,-0.045,0.066,-0.104,-0.142,-0.094,-0.127,-0.097,-0.126,-0.047,-0.099,-0.155,-0.129,-0.052,0.202,-0.121,-0.09,0.191,-0.043,-0.146,0.196,0.192,0.26,0.158,0.202,0.13,0.132,0.023,0.152,0.002,0.047,0.239,-0.053,-0.22,0.031,-0.24,-0.228,-0.196,-0.085,-0.103,0.138,0.117,-0.024,-0.05,-0.15,-0.226,0.01,-0.087,-0.057,-0.163,-0.185,-0.105,-0.096,0.049,0.145,-0.101,0.11,-0.059,0.321,-0.193,0.023,0.145
ctx-lh-insprec,,,,,,,,,,,,,,,,,,-0.086,-0.077,-0.202,-0.126,-0.211,0.029,0.107,0.24,0.066,-0.152,-0.008,0.098,0.018,-0.037,0.035,-0.043,-0.029,-0.176,0.007,0.092,-0.072,0.044,-0.019,0.18,-0.09,0.021,0.258,-0.155,-0.029,0.107,0.102,0.096,0.18,-0.079,0.027,0.068,0.049,0.195,0.166,-0.02,0.174,-0.101,0.001,-0.092,-0.15,-0.072,-0.17,-0.08,-0.097,-0.003,0.096,0.087,-0.193,-0.085,-0.089,-0.023,-0.065,0.129,-0.11,-0.108,-0.018,-0.161,0.134,0.247,-0.221,0.044,-0.083,0.233,-0.168,0.002,0.179
ctx-lh-occpar,,,,,,,,,,,,,,,,,,,-0.021,0.09,-0.11,-0.035,-0.05,0.14,0.164,0.144,-0.172,0.06,0.017,-0.079,0.084,-0.013,0.087,0.051,0.083,0.15,0.176,-0.251,0.11,-0.007,-0.056,0.011,-0.045,0.164,0.094,-0.057,-0.107,-0.085,-0.159,0.126,0.028,-0.011,-0.06,-0.02,-0.042,-0.161,0.013,-0.038,0.014,-0.034,-0.086,-0.071,-0.048,0.138,0.003,0.106,-0.163,0.045,-0.041,0.049,0.023,0.006,-0.184,-0.123,0.012,0.064,0.108,-0.057,0.017,-0.035,0.037,-0.016,0.047,0.022,-0.126,0.094,-0.049,-0.047
ctx-lh-occparastr,,,,,,,,,,,,,,,,,,,,-0.174,-0.187,-0.052,0.003,0.118,0.074,0.324,-0.101,0.047,-0.164,-0.007,-0.206,-0.177,-0.247,-0.015,0.099,0.193,0.035,-0.172,-0.057,-0.289,0.002,-0.209,-0.067,0.039,0.178,-0.048,0.061,-0.043,0.175,0.214,0.209,0.145,0.06,0.12,0.091,-0.104,0.011,0.111,-0.119,-0.256,-0.069,0.02,-0.102,-0.115,-0.063,-0.072,-0.079,0.087,0.144,0.023,-0.135,-0.196,-0.186,0.01,-0.105,-0.132,-0.176,-0.105,-0.037,-0.021,0.075,0.008,-0.132,-0.273,0.05,-0.14,-0.035,-0.022
ctx-lh-occperistr,,,,,,,,,,,,,,,,,,,,,-0.022,-0.094,0.142,0.09,0.154,0.157,-0.214,0.035,-0.076,-0.111,-0.13,-0.22,-0.183,-0.015,0.12,0.283,0.209,-0.053,0.159,-0.192,-0.159,-0.195,0.038,0.196,0.019,-0.16,-0.133,-0.022,-0.102,0.078,0.041,-0.008,-0.021,-0.028,-0.055,-0.066,-0.064,-0.062,-0.029,-0.135,-0.208,0.033,-0.151,-0.0,-0.035,-0.044,-0.046,0.007,0.195,-0.014,-0.167,-0.05,-0.108,-0.177,-0.164,-0.073,-0.134,-0.14,0.18,-0.005,0.175,0.062,0.054,-0.058,-0.112,-0.005,-0.039,-0.018
ctx-lh-occstr,,,,,,,,,,,,,,,,,,,,,,0.01,0.053,0.116,0.076,0.214,-0.072,-0.113,-0.172,-0.077,-0.053,-0.088,-0.026,0.088,0.005,0.255,0.205,-0.005,0.048,-0.106,-0.033,-0.137,0.004,0.126,0.101,-0.062,0.018,-0.018,-0.022,0.145,0.157,0.083,0.024,0.168,-0.026,-0.09,0.023,0.024,-0.006,-0.063,-0.127,-0.004,-0.287,0.016,-0.034,0.007,-0.056,0.06,0.152,0.058,-0.09,-0.074,-0.134,-0.183,-0.078,0.012,0.019,-0.069,0.093,-0.069,-0.006,0.036,-0.12,-0.154,-0.081,-0.066,-0.071,0.048
ctx-lh-occtemp,,,,,,,,,,,,,,,,,,,,,,,0.112,0.138,0.128,0.216,-0.266,0.028,0.083,-0.052,-0.122,-0.233,-0.169,0.029,0.034,0.196,0.175,-0.155,0.201,-0.074,-0.008,-0.094,0.071,0.139,0.083,-0.087,-0.08,-0.028,-0.007,0.017,0.042,0.035,0.076,-0.046,-0.082,-0.067,-0.073,0.001,-0.112,-0.146,-0.186,-0.083,-0.066,-0.056,-0.006,-0.144,-0.056,0.163,0.21,-0.011,-0.081,-0.073,-0.006,-0.124,-0.162,-0.106,-0.146,-0.175,0.062,-0.077,0.062,-0.106,0.034,-0.226,-0.079,-0.004,-0.115,-0.125
ctx-lh-paradent,,,,,,,,,,,,,,,,,,,,,,,,-0.142,-0.21,-0.26,0.015,-0.203,-0.118,-0.184,-0.08,0.021,0.019,-0.127,0.154,-0.126,-0.037,-0.033,0.112,-0.041,-0.117,0.016,-0.129,-0.067,-0.206,-0.247,-0.177,-0.055,-0.163,-0.085,-0.237,-0.009,-0.126,-0.087,-0.181,-0.036,-0.051,-0.167,-0.035,-0.038,-0.056,0.053,0.046,0.219,0.213,0.038,0.067,-0.071,-0.115,0.074,0.041,0.081,-0.188,-0.008,-0.064,0.049,0.162,-0.094,0.052,0.022,-0.099,0.125,0.139,0.058,-0.072,0.194,-0.05,0.125
ctx-lh-paraspl,,,,,,,,,,,,,,,,,,,,,,,,,-0.103,0.089,0.244,-0.003,-0.099,0.227,0.104,0.115,0.08,0.088,-0.002,-0.102,-0.257,0.135,-0.123,0.067,-0.163,0.003,0.031,-0.187,0.033,0.075,-0.062,-0.07,0.199,-0.041,0.113,0.027,-0.004,-0.03,-0.224,-0.392,0.202,0.029,0.005,-0.036,-0.089,0.129,0.096,0.199,0.275,0.139,0.078,-0.237,0.124,0.221,0.0,0.086,0.032,0.235,0.061,0.025,0.073,0.128,-0.005,0.007,-0.159,0.19,-0.038,0.062,-0.078,0.11,0.158,-0.055
ctx-lh-parinfA,,,,,,,,,,,,,,,,,,,,,,,,,,-0.009,0.292,0.066,-0.073,0.262,0.05,0.143,0.077,0.022,0.018,-0.142,-0.165,0.09,-0.018,0.075,-0.104,-0.028,-0.058,0.016,0.158,0.079,-0.019,0.012,-0.067,0.03,0.031,-0.01,-0.098,-0.014,-0.06,-0.247,0.06,-0.094,-0.02,-0.004,0.051,0.113,0.114,0.255,0.286,0.136,-0.001,-0.141,-0.121,0.212,0.144,0.115,0.061,0.263,0.019,0.093,0.168,0.136,-0.031,-0.037,-0.089,0.192,-0.073,0.057,-0.081,0.104,0.069,-0.032
ctx-lh-parinfB,,,,,,,,,,,,,,,,,,,,,,,,,,,0.231,0.209,0.083,0.257,0.199,0.336,0.3,0.102,-0.123,-0.087,-0.037,-0.067,-0.153,0.127,-0.111,0.075,0.013,-0.128,0.008,-0.011,-0.111,0.076,-0.199,-0.134,-0.063,-0.099,-0.095,-0.122,-0.118,-0.127,0.035,-0.147,0.025,0.054,0.041,0.243,0.244,0.258,0.289,0.224,0.056,0.06,-0.086,0.137,0.193,0.141,0.141,0.347,0.196,0.236,0.229,0.158,-0.022,-0.102,-0.017,0.151,-0.195,0.155,-0.205,0.241,0.085,-0.057
ctx-lh-parinfC,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.173,0.277,0.052,0.132,0.112,0.041,0.082,-0.033,0.023,0.081,-0.188,-0.163,0.077,0.085,-0.116,-0.046,-0.045,-0.006,-0.041,0.075,0.089,0.187,0.091,0.209,-0.021,0.239,0.005,0.01,-0.016,0.019,0.29,-0.16,-0.135,-0.129,-0.149,-0.011,-0.203,-0.149,-0.112,0.057,0.263,0.178,-0.112,-0.149,-0.005,0.152,-0.12,0.039,-0.064,-0.058,-0.019,-0.044,0.113,0.136,-0.049,-0.106,0.002,0.214,-0.029,0.014,0.059
ctx-lh-vis-sen-bnd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.072,0.128,0.072,-0.041,-0.04,-0.189,0.096,-0.109,0.037,-0.084,0.111,-0.003,0.097,-0.114,0.163,0.065,0.007,-0.184,-0.012,0.109,-0.105,-0.015,-0.04,-0.075,-0.05,-0.115,0.061,-0.08,-0.008,0.098,0.096,-0.114,-0.128,0.059,0.113,0.2,0.02,0.076,-0.102,0.021,0.053,0.144,-0.023,-0.015,-0.118,0.057,0.047,-0.003,0.03,0.0,0.142,0.082,0.223,0.106,0.059,-0.009,0.096,0.119,0.062,0.124
ctx-lh-parsupA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.136,0.12,0.105,0.163,0.087,0.059,-0.214,-0.188,0.024,0.069,0.084,0.093,-0.068,0.035,0.122,-0.006,-0.032,0.017,0.061,0.158,0.089,0.058,0.135,-0.052,0.113,-0.012,-0.227,0.188,0.054,-0.071,-0.081,-0.068,-0.009,-0.051,-0.001,-0.013,-0.067,0.031,-0.236,0.025,0.204,0.032,0.063,-0.194,0.148,0.037,0.115,0.186,0.195,-0.012,-0.05,-0.124,0.089,0.066,0.059,-0.017,0.06,-0.027,0.103
ctx-lh-parsupB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,-0.026,0.003,-0.024,0.057,-0.135,0.09,-0.277,-0.112,0.157,0.169,-0.039,0.159,-0.032,0.098,-0.222,-0.036,0.07,-0.015,-0.029,0.12,-0.049,0.076,-0.08,-0.101,0.068,-0.021,0.029,0.053,-0.112,-0.108,-0.117,0.067,-0.109,-0.193,-0.095,0.037,0.174,0.211,0.142,-0.223,-0.128,0.054,-0.003,0.152,-0.05,0.047,-0.071,0.062,0.156,0.208,-0.068,-0.015,0.031,0.159,0.222,0.016,-0.039
ctx-lh-postcentA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.005,-0.101,0.085,0.082,-0.022,0.008,-0.073,-0.08,0.006,0.088,-0.149,0.102,0.081,0.252,-0.138,0.041,0.104,0.035,0.006,0.058,0.073,0.162,0.077,-0.023,-0.082,-0.019,0.049,0.167,-0.089,0.06,-0.086,-0.182,-0.177,-0.055,-0.175,0.02,0.166,0.1,0.202,-0.063,-0.235,0.132,0.064,-0.22,-0.045,-0.069,-0.169,-0.01,0.121,0.004,-0.03,-0.045,-0.002,0.177,0.011,0.022,-0.064
ctx-lh-postcentB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.022,-0.127,0.139,-0.167,-0.052,-0.249,-0.103,-0.053,0.102,-0.215,0.005,-0.004,0.027,-0.246,0.093,0.139,0.069,0.13,0.174,0.007,0.246,-0.07,0.044,-0.035,0.096,0.254,0.03,-0.177,-0.049,-0.083,-0.123,-0.224,-0.151,-0.098,0.086,0.124,0.119,0.124,-0.263,-0.26,0.015,-0.016,-0.088,-0.211,-0.18,-0.212,0.302,0.271,0.246,-0.021,0.22,0.003,0.234,0.05,-0.046,0.019
ctx-lh-precentA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.074,0.025,0.031,-0.045,-0.084,-0.071,-0.073,-0.033,-0.196,-0.084,0.01,0.203,-0.092,0.019,0.088,0.113,0.193,0.17,0.086,0.227,-0.059,0.032,-0.064,0.119,0.151,0.068,-0.129,-0.106,-0.069,-0.204,-0.209,-0.043,-0.195,-0.032,0.192,0.174,0.184,-0.13,-0.257,0.116,0.02,-0.138,-0.082,-0.092,-0.261,0.18,0.229,0.198,-0.037,0.031,-0.118,0.107,0.004,-0.076,0.042
ctx-lh-precentB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041,0.077,0.067,0.031,-0.073,0.135,-0.045,0.124,0.178,0.004,0.26,-0.102,0.005,0.121,0.022,-0.004,0.011,0.004,0.162,0.012,0.007,0.006,-0.051,0.002,0.3,0.003,0.016,0.123,0.031,-0.039,-0.016,0.001,0.005,0.112,0.042,0.073,-0.053,-0.147,0.059,0.068,0.03,-0.08,-0.042,-0.141,0.088,0.201,0.074,0.098,0.007,0.096,0.045,0.12,0.048,-0.067
