,ctx-lh-K1_3a_3b,ctx-lh-K2,ctx-lh-K4,ctx-lh-K5,ctx-lh-K6aa,ctx-lh-K6ab_1,ctx-lh-K6ab_2,ctx-lh-K7,ctx-lh-K8_1,ctx-lh-K8_2,ctx-lh-K9,ctx-lh-K10,ctx-lh-K11_12,ctx-lh-K13,ctx-lh-K16,ctx-lh-K17_1,ctx-lh-K17_2,ctx-lh-K17_3,ctx-lh-K18_1,ctx-lh-K18_2,ctx-lh-K18_3,ctx-lh-K19_1,ctx-lh-K19_2,ctx-lh-K19_3,ctx-lh-K20,ctx-lh-K21,ctx-lh-K22a_1,ctx-lh-K22a_2,ctx-lh-K22b_1,ctx-lh-K22b_2,ctx-lh-K23_24_26_29_30_31_32_33,ctx-lh-K25,ctx-lh-K27,ctx-lh-K28_34,ctx-lh-K35_36,ctx-lh-K37,ctx-lh-K38,ctx-lh-K39_1,ctx-lh-K39_40,ctx-lh-K40_1,ctx-lh-K40_2,ctx-lh-K40_3,ctx-lh-K41_42_52,ctx-lh-K43,ctx-lh-K44a,ctx-lh-K44b,ctx-lh-K45,ctx-lh-K46,ctx-lh-K47,ctx-rh-K1_3a_3b,ctx-rh-K2,ctx-rh-K4,ctx-rh-K5,ctx-rh-K6aa,ctx-rh-K6ab_1,ctx-rh-K6ab_2,ctx-rh-K7,ctx-rh-K8_1,ctx-rh-K8_2,ctx-rh-K9,ctx-rh-K10,ctx-rh-K11_12,ctx-rh-K13,ctx-rh-K16,ctx-rh-K17_1,ctx-rh-K17_2,ctx-rh-K17_3,ctx-rh-K18_1,ctx-rh-K18_2,ctx-rh-K18_3,ctx-rh-K19_1,ctx-rh-K19_2,ctx-rh-K19_3,ctx-rh-K20,ctx-rh-K21,ctx-rh-K22a_1,ctx-rh-K22a_2,ctx-rh-K22b_1,ctx-rh-K22b_2,ctx-rh-K23_24_26_29_30_31_32_33,ctx-rh-K25,ctx-rh-K27,ctx-rh-K28_34,ctx-rh-K35_36,ctx-rh-K37,ctx-rh-K38,ctx-rh-K39_1,ctx-rh-K39_40,ctx-rh-K40_1,ctx-rh-K40_2,ctx-rh-K40_3,ctx-rh-K41_42_52,ctx-rh-K43,ctx-rh-K44a,ctx-rh-K44b,ctx-rh-K45,ctx-rh-K46,ctx-rh-K47
ctx-lh-K9,,,,,,,,,,,,0.13,0.037,0.033,0.045,-0.036,0.037,0.09,0.002,0.045,0.044,-0.015,-0.007,0.027,0.017,0.029,-0.058,-0.017,-0.001,0.024,0.085,-0.07,0.167,0.055,0.08,0.132,0.061,-0.083,-0.023,-0.055,-0.062,0.07,-0.007,0.038,0.022,0.055,0.053,0.061,0.026,-0.091,0.022,-0.054,-0.087,-0.017,-0.057,-0.099,-0.118,-0.079,-0.039,-0.009,0.059,0.086,0.071,0.01,-0.074,0.042,0.023,-0.042,0.054,-0.02,-0.065,0.031,0.007,-0.113,-0.046,0.041,0.037,-0.112,-0.054,0.026,0.029,0.037,-0.085,0.019,-0.089,-0.008,-0.133,-0.095,-0.044,0.014,0.052,-0.088,0.004,0.007,-0.066,0.025,0.018,0.045
ctx-lh-K10,,,,,,,,,,,,,-0.032,0.041,0.123,-0.081,0.099,0.091,-0.09,0.17,0.034,0.012,0.163,0.038,-0.019,0.05,0.026,-0.012,0.052,0.026,0.022,-0.082,0.144,0.134,0.153,0.135,0.012,-0.033,-0.01,-0.084,0.013,0.079,-0.058,-0.018,0.059,0.125,0.114,0.081,0.011,-0.103,-0.022,-0.028,-0.123,0.087,0.026,-0.055,-0.094,-0.02,-0.069,0.059,-0.088,0.055,0.077,0.038,-0.124,0.045,0.006,-0.052,0.086,0.003,-0.047,0.169,0.008,-0.008,-0.033,-0.042,0.039,-0.062,-0.028,-0.026,0.044,0.06,0.106,0.072,-0.023,0.016,-0.133,-0.095,-0.057,0.014,0.044,-0.093,-0.016,0.048,-0.018,0.12,-0.008,0.047
ctx-lh-K11_12,,,,,,,,,,,,,,0.053,0.074,-0.03,0.015,0.021,-0.039,0.1,-0.04,0.068,0.09,-0.058,-0.017,-0.06,0.013,-0.023,-0.058,-0.035,-0.106,-0.098,0.038,0.102,0.081,0.034,0.015,0.017,-0.078,-0.072,-0.034,0.009,0.027,0.029,-0.053,0.01,-0.066,0.021,-0.093,-0.07,-0.047,-0.006,-0.042,0.116,0.05,0.071,0.041,-0.041,-0.018,-0.06,-0.096,0.003,0.045,0.07,-0.035,0.084,0.01,0.046,0.073,-0.004,0.084,0.115,-0.005,-0.033,-0.066,-0.033,-0.056,-0.055,-0.06,-0.075,0.047,0.018,0.096,0.023,0.044,0.064,0.004,-0.065,0.035,0.035,-0.017,-0.112,-0.059,-0.008,-0.1,-0.015,-0.001,-0.035
ctx-lh-K13,,,,,,,,,,,,,,,0.018,-0.125,0.02,-0.026,0.017,0.077,0.019,0.049,0.033,0.051,0.04,-0.053,0.026,0.008,-0.139,-0.034,-0.004,-0.0,-0.085,-0.033,0.0,0.007,0.049,-0.029,0.002,-0.11,-0.091,0.02,-0.159,0.009,0.003,-0.041,0.006,-0.118,-0.007,0.009,0.121,-0.046,0.018,-0.03,0.012,-0.069,0.046,0.022,0.003,0.1,-0.006,-0.063,0.016,-0.099,0.01,-0.026,-0.123,0.032,0.073,-0.025,0.069,0.022,0.048,0.038,-0.053,-0.003,-0.053,-0.047,0.021,-0.001,-0.01,-0.075,-0.087,-0.028,0.039,-0.004,-0.026,0.047,-0.028,-0.019,0.015,-0.052,0.007,-0.056,0.034,-0.04,-0.035,0.043
ctx-lh-K16,,,,,,,,,,,,,,,,-0.001,-0.096,-0.006,0.067,0.008,0.015,0.1,-0.003,0.066,0.019,0.011,0.028,0.066,-0.084,-0.079,0.0,0.076,-0.114,-0.002,0.035,-0.004,0.027,0.01,0.002,-0.019,-0.055,-0.044,-0.046,-0.03,-0.027,-0.018,0.047,0.012,0.097,-0.078,-0.044,-0.046,-0.046,-0.051,-0.035,0.046,-0.029,0.029,-0.015,0.064,-0.009,0.015,-0.022,0.013,0.084,-0.025,-0.045,0.064,0.025,-0.004,0.054,-0.004,0.017,0.09,0.009,0.106,0.022,-0.017,0.027,0.008,0.076,-0.079,0.021,0.037,0.04,-0.019,-0.057,0.063,-0.106,-0.153,-0.073,-0.101,-0.07,-0.03,0.072,0.024,-0.033,0.092
ctx-lh-K17_1,,,,,,,,,,,,,,,,,0.01,-0.018,-0.04,0.083,0.086,0.012,0.078,0.041,0.022,0.042,0.027,0.069,0.222,0.119,0.1,0.002,0.035,0.067,-0.039,-0.1,0.126,-0.09,0.047,0.056,-0.038,0.077,0.092,0.112,-0.134,-0.041,-0.12,-0.125,-0.066,0.119,0.132,0.095,0.117,-0.035,-0.068,-0.095,0.028,-0.067,-0.059,-0.086,-0.057,-0.026,-0.044,0.047,-0.007,0.016,-0.024,-0.001,0.062,0.129,0.094,0.118,0.114,0.146,0.057,0.007,0.053,0.189,-0.011,0.024,-0.045,0.17,0.041,0.046,0.021,0.122,-0.044,-0.009,0.025,0.078,0.06,0.153,0.097,-0.056,-0.114,-0.193,-0.134,-0.082
ctx-lh-K17_2,,,,,,,,,,,,,,,,,,-0.035,0.03,-0.051,-0.055,0.066,0.037,0.01,0.035,-0.036,0.037,-0.001,-0.012,0.067,0.017,0.14,-0.098,-0.109,-0.069,-0.116,0.041,0.064,0.054,0.065,-0.058,-0.034,-0.027,-0.124,-0.022,-0.034,-0.004,-0.03,0.053,-0.059,-0.064,-0.04,-0.002,-0.033,0.038,0.024,0.065,0.039,-0.047,0.062,0.06,0.112,-0.028,-0.092,-0.002,0.02,-0.067,-0.032,-0.025,-0.058,0.052,0.071,-0.021,0.08,0.03,0.023,-0.007,0.008,0.004,0.051,0.062,0.054,-0.04,-0.073,0.021,0.118,0.152,0.089,0.02,-0.035,-0.047,-0.041,-0.07,-0.01,0.012,-0.092,-0.054,0.081
ctx-lh-K17_3,,,,,,,,,,,,,,,,,,,0.028,-0.013,-0.053,0.073,0.012,-0.03,0.043,0.02,0.05,-0.007,0.073,0.042,0.026,0.082,-0.153,-0.122,-0.099,-0.07,-0.004,0.026,0.063,0.092,-0.012,0.01,-0.032,-0.052,-0.027,0.037,0.034,0.017,0.082,-0.031,-0.007,0.015,0.056,0.0,0.059,0.014,0.044,0.031,-0.021,0.055,0.055,0.019,0.012,-0.036,0.013,-0.002,-0.076,-0.012,0.007,-0.041,0.064,0.045,0.009,0.048,-0.008,-0.006,-0.037,0.027,-0.054,0.005,-0.052,-0.019,-0.114,-0.147,0.023,0.074,0.052,-0.011,0.085,0.018,-0.039,-0.001,-0.001,-0.001,0.01,-0.118,-0.007,0.024
ctx-lh-K18_1,,,,,,,,,,,,,,,,,,,,0.052,0.033,-0.035,0.06,0.001,0.016,0.001,0.033,-0.01,0.119,0.141,0.054,-0.008,0.008,0.028,-0.014,-0.076,0.044,-0.046,0.005,0.034,0.118,0.188,0.166,0.125,0.038,-0.014,-0.034,-0.081,-0.047,0.075,0.085,0.047,0.129,0.077,0.038,-0.062,0.011,-0.019,0.029,-0.037,-0.093,-0.08,0.001,0.084,-0.117,0.012,-0.005,-0.073,0.016,0.027,0.093,0.078,0.05,0.027,-0.071,0.001,-0.028,0.13,0.099,0.007,-0.026,0.111,0.068,0.008,-0.047,0.054,-0.027,0.039,0.127,0.172,0.111,0.165,0.111,0.082,0.019,-0.09,-0.025,-0.071
ctx-lh-K18_2,,,,,,,,,,,,,,,,,,,,,-0.097,0.018,0.035,-0.019,0.148,0.045,0.042,0.03,-0.028,0.065,0.047,0.194,-0.017,-0.058,0.002,-0.092,0.106,0.057,0.084,0.089,0.015,-0.032,0.048,-0.05,-0.001,-0.076,0.017,0.014,0.12,-0.028,-0.012,-0.019,0.026,-0.009,0.006,0.013,-0.025,-0.046,-0.062,-0.004,0.059,0.05,-0.02,0.001,0.066,-0.018,-0.071,0.008,0.016,-0.085,0.006,0.048,0.018,0.061,-0.01,0.036,0.008,-0.019,0.091,0.048,0.09,0.08,-0.031,-0.108,-0.033,0.098,0.071,0.079,0.004,0.038,0.076,0.09,0.057,0.01,-0.04,-0.07,-0.038,0.065
ctx-lh-K18_3,,,,,,,,,,,,,,,,,,,,,,-0.097,-0.083,-0.058,-0.034,-0.007,0.008,-0.009,0.057,0.038,0.002,0.002,-0.127,-0.161,-0.11,-0.088,-0.055,0.005,-0.012,0.113,0.04,0.052,0.091,0.007,0.042,0.036,0.03,0.033,0.044,0.021,-0.025,0.009,0.026,0.031,0.068,-0.07,-0.081,0.049,0.027,0.039,0.001,-0.014,-0.012,0.033,0.022,-0.084,-0.018,0.005,-0.11,0.03,0.021,-0.064,-0.022,0.047,0.019,-0.015,0.01,0.09,0.013,-0.036,-0.083,-0.036,-0.114,-0.059,-0.04,0.096,0.002,-0.031,0.084,0.053,0.038,0.07,0.102,0.016,0.04,-0.012,0.002,0.057
ctx-lh-K19_1,,,,,,,,,,,,,,,,,,,,,,,-0.019,-0.103,0.024,-0.027,0.136,0.008,-0.008,0.078,0.083,0.119,0.053,-0.072,-0.071,-0.089,0.035,0.046,0.051,0.1,0.119,0.033,0.219,0.109,0.076,0.006,0.052,0.11,0.118,0.06,0.011,0.018,0.032,0.007,-0.033,-0.06,-0.079,0.026,-0.031,0.044,-0.012,-0.017,0.034,0.123,-0.041,0.024,0.035,-0.098,-0.08,-0.08,-0.114,0.03,-0.084,0.061,-0.004,0.027,0.069,0.119,0.095,0.078,0.047,0.038,0.036,-0.037,-0.091,0.051,0.035,0.092,0.051,0.118,0.102,0.203,0.118,0.073,0.042,0.024,0.078,0.095
ctx-lh-K19_2,,,,,,,,,,,,,,,,,,,,,,,,-0.053,0.073,0.014,0.044,0.03,-0.03,0.085,0.069,0.201,-0.012,-0.029,-0.068,-0.131,0.049,0.106,0.096,0.169,0.035,-0.031,0.078,-0.042,-0.012,-0.103,0.008,0.043,0.123,0.032,-0.034,0.018,0.042,-0.047,-0.061,-0.019,-0.063,-0.004,-0.015,-0.008,0.057,0.076,-0.031,0.025,0.035,-0.019,-0.009,-0.027,-0.074,-0.071,-0.091,0.008,-0.06,0.037,-0.017,-0.02,0.02,0.004,0.084,0.108,0.146,0.07,0.0,-0.086,-0.091,0.09,0.14,0.079,0.012,0.013,0.035,0.076,0.057,-0.006,-0.044,-0.053,-0.002,0.102
ctx-lh-K19_3,,,,,,,,,,,,,,,,,,,,,,,,,-0.06,-0.032,0.074,0.004,0.004,0.019,0.063,0.06,-0.069,-0.097,-0.106,-0.115,-0.08,0.056,-0.026,0.093,0.052,0.071,0.179,0.057,0.057,-0.024,0.026,0.063,0.047,0.077,-0.006,-0.016,0.004,-0.003,-0.022,-0.044,-0.062,0.045,0.056,0.043,0.015,-0.007,0.019,0.097,-0.035,-0.032,-0.045,-0.055,-0.062,-0.046,-0.04,-0.002,-0.142,0.029,-0.068,0.038,-0.003,0.049,0.071,0.066,0.006,-0.006,-0.021,-0.089,-0.111,-0.022,0.047,0.04,0.059,0.077,0.053,0.112,0.086,0.025,0.03,-0.051,0.042,0.071
ctx-lh-K20,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,-0.02,-0.019,-0.114,-0.061,0.063,-0.11,0.014,0.088,0.08,0.007,0.032,0.02,-0.047,-0.042,-0.054,0.003,-0.021,0.018,-0.048,0.039,-0.077,-0.045,-0.032,0.048,-0.047,0.057,0.047,-0.02,-0.073,-0.081,-0.008,-0.052,-0.014,-0.065,-0.047,-0.049,-0.007,0.04,-0.009,0.064,0.139,0.065,0.082,0.032,0.014,0.111,-0.011,-0.068,-0.038,0.05,-0.041,-0.044,-0.091,0.04,-0.085,0.015,0.047,0.01,0.035,-0.046,0.029,-0.068,-0.041,0.019,0.0,-0.067,-0.011,-0.07,-0.069,-0.08,-0.088,-0.054
ctx-lh-K21,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.061,-0.027,0.056,-0.071,0.038,-0.048,0.112,0.145,0.076,0.061,0.038,0.027,-0.092,-0.003,-0.082,0.039,-0.068,-0.001,-0.137,-0.065,-0.077,0.031,-0.088,-0.103,-0.06,-0.029,-0.046,0.013,0.036,-0.025,-0.036,-0.077,0.063,-0.123,-0.001,-0.06,-0.069,0.052,0.026,0.008,0.129,0.025,0.014,0.099,-0.017,0.013,0.013,-0.056,-0.024,0.046,-0.061,-0.053,-0.086,0.004,-0.086,0.015,0.064,0.084,-0.077,-0.056,0.036,-0.149,-0.022,-0.003,0.032,-0.03,-0.018,-0.115,-0.116,-0.107,-0.042,-0.112
ctx-lh-K22a_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038,-0.126,-0.1,-0.034,0.114,-0.192,-0.03,-0.009,0.049,0.007,-0.055,-0.039,-0.024,0.064,0.012,-0.054,0.024,0.045,-0.07,-0.07,0.003,0.035,-0.022,-0.046,-0.038,-0.053,-0.03,0.021,-0.072,0.016,-0.084,-0.111,-0.058,-0.016,-0.004,-0.026,0.034,-0.019,0.022,-0.012,0.072,0.067,0.083,0.095,0.047,0.087,0.008,-0.047,-0.006,-0.036,-0.032,0.029,-0.033,0.08,-0.086,0.023,0.039,0.056,-0.14,-0.05,0.032,-0.064,-0.039,0.025,-0.031,0.018,0.041,0.032,0.03,-0.049,0.069
ctx-lh-K22a_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.071,-0.068,-0.012,0.011,0.029,0.093,0.054,0.086,-0.014,0.018,-0.074,-0.068,0.011,0.036,0.01,0.06,0.046,-0.073,-0.049,0.06,-0.092,-0.005,0.013,0.034,0.039,-0.059,-0.028,-0.036,0.007,-0.138,0.014,-0.154,-0.058,-0.044,-0.032,0.025,0.106,0.035,0.101,0.069,0.084,0.111,-0.013,-0.008,0.038,-0.022,-0.077,0.033,0.03,-0.031,0.024,0.011,-0.009,0.01,0.063,0.09,-0.003,-0.097,0.005,-0.041,-0.057,-0.035,0.042,-0.044,0.043,-0.046,-0.148,-0.04,0.018,-0.059
ctx-lh-K22b_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.072,0.057,0.022,0.009,0.087,0.049,0.07,-0.099,0.137,-0.021,0.017,-0.098,0.019,-0.093,-0.085,-0.088,-0.086,-0.029,0.076,-0.098,-0.163,-0.117,-0.114,0.001,-0.117,-0.116,-0.042,0.041,-0.042,0.199,-0.059,0.041,-0.054,-0.177,-0.143,0.143,0.023,0.17,0.097,0.033,0.135,-0.013,-0.066,0.055,-0.077,-0.065,-0.055,-0.14,-0.173,-0.023,0.049,0.037,-0.069,-0.021,0.03,-0.042,-0.152,0.129,-0.061,-0.012,-0.074,-0.079,-0.121,-0.127,-0.142,-0.128,-0.096,0.053,-0.046
